gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
Maintained,Maintained,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
algorithm,Algorithm,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
programming language,Programming Language,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
web service,Web Service,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
version number,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.9077; levenshtein=0.5385; semantic=0.9414; sequence_match=0.7000,False,0.8497,True,selected
software developer organization,Platform,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5412; levenshtein=0.1034; semantic=0.4910; sequence_match=0.1622,False,0.3981,False,top-3 avg score 0.3981 < final_threshold 0.6
Open source software license,Version,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5048; levenshtein=0.2000; semantic=0.4892; sequence_match=0.1250,False,0.398,False,top-3 avg score 0.3980 < final_threshold 0.6
CEL binary format,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5429; levenshtein=0.2000; semantic=0.3768; sequence_match=0.2727,False,0.3975,False,top-3 avg score 0.3975 < final_threshold 0.6
licence,Algorithm Usage Output,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5262; levenshtein=0.1500; semantic=0.4430; sequence_match=0.2222,False,0.3971,False,top-3 avg score 0.3971 < final_threshold 0.6
Purchase cost,Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4944; levenshtein=0.0833; semantic=0.4242; sequence_match=0.2727,False,0.3971,False,top-3 avg score 0.3971 < final_threshold 0.6
desktop graphical user interface,License Permissiveness,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5229; levenshtein=0.1724; semantic=0.4955; sequence_match=0.1200,False,0.3969,False,top-3 avg score 0.3969 < final_threshold 0.6
plain text file format,Developer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5396; levenshtein=0.1579; semantic=0.4368; sequence_match=0.2143,False,0.3969,False,top-3 avg score 0.3969 < final_threshold 0.6
programming language,Software Type,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4313; levenshtein=0.1579; semantic=0.6006; sequence_match=0.1290,False,0.3966,False,top-3 avg score 0.3966 < final_threshold 0.6
PROcess,GIF Rendering,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4841; levenshtein=0.1667; semantic=0.4949; sequence_match=0.2105,False,0.3965,False,top-3 avg score 0.3965 < final_threshold 0.6
data format specification,Maintenance Status,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5743; levenshtein=0.2174; semantic=0.3974; sequence_match=0.1500,False,0.3964,False,top-3 avg score 0.3964 < final_threshold 0.6
web service,Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4667; levenshtein=0.1000; semantic=0.5221; sequence_match=0.2000,False,0.3962,False,top-3 avg score 0.3962 < final_threshold 0.6
programming language,Help Access,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4351; levenshtein=0.0526; semantic=0.5460; sequence_match=0.2069,False,0.396,False,top-3 avg score 0.3960 < final_threshold 0.6
software interface,Algorithm Usage Output,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4569; levenshtein=0.1000; semantic=0.5147; sequence_match=0.2162,False,0.3959,False,top-3 avg score 0.3959 < final_threshold 0.6
Not Free,Algorithm Usage Output,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5071; levenshtein=0.1500; semantic=0.4581; sequence_match=0.2222,False,0.3958,False,top-3 avg score 0.3958 < final_threshold 0.6
function,Tool,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.2500; semantic=0.6038; sequence_match=0.3333,False,0.3957,False,top-3 avg score 0.3957 < final_threshold 0.6
Source code available,Data Usage For Task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5306; levenshtein=0.1053; semantic=0.4279; sequence_match=0.2286,False,0.3957,False,top-3 avg score 0.3957 < final_threshold 0.6
PROcess,Version Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4524; levenshtein=0.2143; semantic=0.4486; sequence_match=0.2857,False,0.3956,False,top-3 avg score 0.3956 < final_threshold 0.6
Open source software license,Tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5267; levenshtein=0.1200; semantic=0.4525; sequence_match=0.2069,False,0.3954,False,top-3 avg score 0.3954 < final_threshold 0.6
Development status,Collaboration Request,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5117; levenshtein=0.1500; semantic=0.4576; sequence_match=0.2162,False,0.3952,False,top-3 avg score 0.3952 < final_threshold 0.6
Purchase cost,Version Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5317; levenshtein=0.1429; semantic=0.4228; sequence_match=0.2308,False,0.3951,False,top-3 avg score 0.3951 < final_threshold 0.6
Purchase cost,Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4944; levenshtein=0.1667; semantic=0.4178; sequence_match=0.2727,False,0.395,False,top-3 avg score 0.3950 < final_threshold 0.6
version number,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4637; levenshtein=0.0769; semantic=0.5612; sequence_match=0.1600,False,0.395,False,top-3 avg score 0.3950 < final_threshold 0.6
application programming interface,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4534; levenshtein=0.1290; semantic=0.5918; sequence_match=0.1395,False,0.3949,False,top-3 avg score 0.3949 < final_threshold 0.6
PROcess,Collaboration Request,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4151; levenshtein=0.2000; semantic=0.4720; sequence_match=0.2963,False,0.3945,False,top-3 avg score 0.3945 < final_threshold 0.6
web service,XML Editing,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4667; levenshtein=0.1000; semantic=0.5166; sequence_match=0.2000,False,0.3944,False,top-3 avg score 0.3944 < final_threshold 0.6
function,Open Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.1000; semantic=0.5132; sequence_match=0.2222,False,0.3942,False,top-3 avg score 0.3942 < final_threshold 0.6
algorithm,Version Feature,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4934; levenshtein=0.1429; semantic=0.5153; sequence_match=0.1739,False,0.3942,False,top-3 avg score 0.3942 < final_threshold 0.6
CEL ASCII format,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4405; levenshtein=0.1429; semantic=0.5193; sequence_match=0.2222,False,0.394,False,top-3 avg score 0.3940 < final_threshold 0.6
GIF,Algorithm Usage Output,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5889; levenshtein=0.1000; semantic=0.4190; sequence_match=0.1739,False,0.3939,False,top-3 avg score 0.3939 < final_threshold 0.6
GIF,Open Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.1000; semantic=0.5497; sequence_match=0.1538,False,0.3938,False,top-3 avg score 0.3938 < final_threshold 0.6
algorithm,License Permissiveness,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4616; levenshtein=0.0952; semantic=0.5192; sequence_match=0.2000,False,0.3936,False,top-3 avg score 0.3936 < final_threshold 0.6
software developer role,Help Access,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4468; levenshtein=0.1429; semantic=0.4751; sequence_match=0.2581,False,0.3933,False,top-3 avg score 0.3933 < final_threshold 0.6
GIF,Data Usage For Task,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5972; levenshtein=0.1250; semantic=0.3722; sequence_match=0.2105,False,0.3933,False,top-3 avg score 0.3933 < final_threshold 0.6
file rendering,Data Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4513; levenshtein=0.0769; semantic=0.5544; sequence_match=0.1739,False,0.3932,False,top-3 avg score 0.3932 < final_threshold 0.6
software developer role,Proprietary Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5045; levenshtein=0.1429; semantic=0.3574; sequence_match=0.3158,False,0.3926,False,top-3 avg score 0.3926 < final_threshold 0.6
version number,Collaborator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4637; levenshtein=0.0769; semantic=0.4736; sequence_match=0.2400,False,0.3924,False,top-3 avg score 0.3924 < final_threshold 0.6
text editing,Data,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4470; levenshtein=0.1818; semantic=0.5481; sequence_match=0.1333,False,0.3923,False,top-3 avg score 0.3923 < final_threshold 0.6
Maintained,Collaboration Request,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.2500; semantic=0.3878; sequence_match=0.2667,False,0.3922,False,top-3 avg score 0.3922 < final_threshold 0.6
Development status,Web Service,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4618; levenshtein=0.1176; semantic=0.4926; sequence_match=0.2222,False,0.3922,False,top-3 avg score 0.3922 < final_threshold 0.6
Development status,Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4766; levenshtein=0.1176; semantic=0.4686; sequence_match=0.2308,False,0.392,False,top-3 avg score 0.3920 < final_threshold 0.6
Free,Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4500; levenshtein=0.2000; semantic=0.4401; sequence_match=0.2857,False,0.3919,False,top-3 avg score 0.3919 < final_threshold 0.6
software developer organization,Algorithm Usage Output,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5046; levenshtein=0.1379; semantic=0.4262; sequence_match=0.2449,False,0.3919,False,top-3 avg score 0.3919 < final_threshold 0.6
function,Programming Language,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4868; levenshtein=0.1053; semantic=0.5832; sequence_match=0.0741,False,0.3918,False,top-3 avg score 0.3918 < final_threshold 0.6
text editing,Software Source,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4416; levenshtein=0.1429; semantic=0.4936; sequence_match=0.2400,False,0.3917,False,top-3 avg score 0.3917 < final_threshold 0.6
algorithm,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4074; levenshtein=0.1111; semantic=0.6139; sequence_match=0.1538,False,0.3917,False,top-3 avg score 0.3917 < final_threshold 0.6
CEL ASCII format,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4703; levenshtein=0.1579; semantic=0.5228; sequence_match=0.1818,False,0.3917,False,top-3 avg score 0.3917 < final_threshold 0.6
desktop graphical user interface,Collaboration Request,jaro_winkler+semantic+levenshtein,jaro_winkler=0.6002; levenshtein=0.1724; semantic=0.4023; sequence_match=0.1224,False,0.3916,False,top-3 avg score 0.3916 < final_threshold 0.6
file rendering,Maintained,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5761; levenshtein=0.1538; semantic=0.4246; sequence_match=0.1739,False,0.3915,False,top-3 avg score 0.3915 < final_threshold 0.6
CEL ASCII format,License Permissiveness,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4841; levenshtein=0.1905; semantic=0.4042; sequence_match=0.2857,False,0.3914,False,top-3 avg score 0.3914 < final_threshold 0.6
function,Data Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.0000; semantic=0.5046; sequence_match=0.2222,False,0.3913,False,top-3 avg score 0.3913 < final_threshold 0.6
text editing,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4470; levenshtein=0.0909; semantic=0.5937; sequence_match=0.1333,False,0.3913,False,top-3 avg score 0.3913 < final_threshold 0.6
data item,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1250; semantic=0.5488; sequence_match=0.1667,False,0.3913,False,top-3 avg score 0.3913 < final_threshold 0.6
data item,Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4444; levenshtein=0.2500; semantic=0.4294; sequence_match=0.3000,False,0.3913,False,top-3 avg score 0.3913 < final_threshold 0.6
version number,Algorithm Usage,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5189; levenshtein=0.1429; semantic=0.5119; sequence_match=0.0741,False,0.3912,False,top-3 avg score 0.3912 < final_threshold 0.6
PROcess,Algorithm Usage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.1429; semantic=0.5462; sequence_match=0.1905,False,0.3911,False,top-3 avg score 0.3911 < final_threshold 0.6
software interface,XML Editing,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4618; levenshtein=0.1176; semantic=0.4877; sequence_match=0.2222,False,0.3906,False,top-3 avg score 0.3906 < final_threshold 0.6
Purchase cost,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.0833; semantic=0.4772; sequence_match=0.2500,False,0.3906,False,top-3 avg score 0.3906 < final_threshold 0.6
GIF,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4921; levenshtein=0.0000; semantic=0.4793; sequence_match=0.2000,False,0.3904,False,top-3 avg score 0.3904 < final_threshold 0.6
.csv,Software Source,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4683; levenshtein=0.0714; semantic=0.5851; sequence_match=0.1176,False,0.3903,False,top-3 avg score 0.3903 < final_threshold 0.6
XML,Help Resource,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.0833; semantic=0.5653; sequence_match=0.1333,False,0.3903,False,top-3 avg score 0.3903 < final_threshold 0.6
software,License Permissiveness,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3948; levenshtein=0.0952; semantic=0.5690; sequence_match=0.2069,False,0.3902,False,top-3 avg score 0.3902 < final_threshold 0.6
Development status,Maintained,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3784; levenshtein=0.1176; semantic=0.4958; sequence_match=0.2963,False,0.3902,False,top-3 avg score 0.3902 < final_threshold 0.6
Free,Community Development,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5333; levenshtein=0.1000; semantic=0.4702; sequence_match=0.1667,False,0.3901,False,top-3 avg score 0.3901 < final_threshold 0.6
Purchase cost,Algorithm Usage Output,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5222; levenshtein=0.2500; semantic=0.3963; sequence_match=0.1875,False,0.3895,False,top-3 avg score 0.3895 < final_threshold 0.6
software,Maintenance Status,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4060; levenshtein=0.1765; semantic=0.5218; sequence_match=0.2400,False,0.3893,False,top-3 avg score 0.3893 < final_threshold 0.6
CEL ASCII format,Maintained,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5048; levenshtein=0.1429; semantic=0.4130; sequence_match=0.2500,False,0.3892,False,top-3 avg score 0.3892 < final_threshold 0.6
Source code available,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4273; levenshtein=0.1053; semantic=0.5859; sequence_match=0.1538,False,0.389,False,top-3 avg score 0.3890 < final_threshold 0.6
Open source software license,Community Development,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5421; levenshtein=0.1600; semantic=0.4017; sequence_match=0.2222,False,0.3887,False,top-3 avg score 0.3887 < final_threshold 0.6
CEL ASCII format,XML Editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4786; levenshtein=0.1429; semantic=0.4375; sequence_match=0.2500,False,0.3887,False,top-3 avg score 0.3887 < final_threshold 0.6
licence,Software Source,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4048; levenshtein=0.2143; semantic=0.5465; sequence_match=0.1905,False,0.3885,False,top-3 avg score 0.3885 < final_threshold 0.6
plain text file format,Help Resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5497; levenshtein=0.1579; semantic=0.4209; sequence_match=0.1935,False,0.3881,False,top-3 avg score 0.3881 < final_threshold 0.6
CEL binary format,License Permissiveness,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5048; levenshtein=0.1429; semantic=0.3808; sequence_match=0.2778,False,0.3878,False,top-3 avg score 0.3878 < final_threshold 0.6
CEL ASCII format,GIF Rendering,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4579; levenshtein=0.0714; semantic=0.4746; sequence_match=0.2308,False,0.3878,False,top-3 avg score 0.3878 < final_threshold 0.6
XML,Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.1000; semantic=0.5316; sequence_match=0.1538,False,0.3877,False,top-3 avg score 0.3877 < final_threshold 0.6
software developer organization,Tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5460; levenshtein=0.1034; semantic=0.4957; sequence_match=0.1212,False,0.3876,False,top-3 avg score 0.3876 < final_threshold 0.6
Open source software license,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5048; levenshtein=0.1600; semantic=0.4075; sequence_match=0.2500,False,0.3874,False,top-3 avg score 0.3874 < final_threshold 0.6
data item,Help Access,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4833; levenshtein=0.2000; semantic=0.4567; sequence_match=0.2222,False,0.3874,False,top-3 avg score 0.3874 < final_threshold 0.6
function,Software Source,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4187; levenshtein=0.1429; semantic=0.4707; sequence_match=0.2727,False,0.3874,False,top-3 avg score 0.3874 < final_threshold 0.6
licence,Unmaintained,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4484; levenshtein=0.1667; semantic=0.5022; sequence_match=0.2105,False,0.387,False,top-3 avg score 0.3870 < final_threshold 0.6
software developer organization,Data Format Type,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5400; levenshtein=0.2069; semantic=0.4137; sequence_match=0.1860,False,0.3869,False,top-3 avg score 0.3869 < final_threshold 0.6
Open source software license,GIF Rendering,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5259; levenshtein=0.2000; semantic=0.3634; sequence_match=0.2703,False,0.3865,False,top-3 avg score 0.3865 < final_threshold 0.6
licence,Programming Language,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4637; levenshtein=0.1579; semantic=0.5374; sequence_match=0.1538,False,0.3863,False,top-3 avg score 0.3863 < final_threshold 0.6
Not Free,Data Usage For Task,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5238; levenshtein=0.1875; semantic=0.4473; sequence_match=0.1739,False,0.3862,False,top-3 avg score 0.3862 < final_threshold 0.6
file rendering,Community Development,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5342; levenshtein=0.2000; semantic=0.3814; sequence_match=0.2424,False,0.386,False,top-3 avg score 0.3860 < final_threshold 0.6
Source code available,Maintained,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3702; levenshtein=0.1053; semantic=0.5119; sequence_match=0.2759,False,0.386,False,top-3 avg score 0.3860 < final_threshold 0.6
