prop_type,gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
ObjectProperty,hasPolicy,has policy,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
ObjectProperty,obligation,has obligation,semantic+sequence_match+jaro_winkler,jaro_winkler=0.8231; levenshtein=0.7692; semantic=0.9503; sequence_match=0.8696,False,0.881,True,selected
ObjectProperty,function,has logical constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4833; levenshtein=0.1500; semantic=0.5422; sequence_match=0.2143,False,0.4133,False,top-3 avg score 0.4133 < final_threshold 0.7
ObjectProperty,operand,is role of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4901; levenshtein=0.0000; semantic=0.4824; sequence_match=0.2667,False,0.4131,False,top-3 avg score 0.4131 < final_threshold 0.7
ObjectProperty,assignee,is remedy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5500; levenshtein=0.1000; semantic=0.3551; sequence_match=0.3333,False,0.4128,False,top-3 avg score 0.4128 < final_threshold 0.7
ObjectProperty,implies,has obligation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4420; levenshtein=0.1538; semantic=0.5962; sequence_match=0.2000,False,0.4127,False,top-3 avg score 0.4127 < final_threshold 0.7
ObjectProperty,conflict,has prohibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5298; levenshtein=0.1429; semantic=0.5265; sequence_match=0.1818,False,0.4127,False,top-3 avg score 0.4127 < final_threshold 0.7
ObjectProperty,andSequence,has remedy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6027; levenshtein=0.1818; semantic=0.4353; sequence_match=0.2000,False,0.4127,False,top-3 avg score 0.4127 < final_threshold 0.7
ObjectProperty,consequence,has duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4892; levenshtein=0.1818; semantic=0.5261; sequence_match=0.2222,False,0.4125,False,top-3 avg score 0.4125 < final_threshold 0.7
ObjectProperty,or,has condition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5278; levenshtein=0.0833; semantic=0.5668; sequence_match=0.1429,False,0.4125,False,top-3 avg score 0.4125 < final_threshold 0.7
ObjectProperty,obligation,has role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.1000; semantic=0.5368; sequence_match=0.2353,False,0.4124,False,top-3 avg score 0.4124 < final_threshold 0.7
ObjectProperty,relation,is policy of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.2000; semantic=0.4566; sequence_match=0.3333,False,0.4124,False,top-3 avg score 0.4124 < final_threshold 0.7
ObjectProperty,failure,is requirement of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5294; levenshtein=0.2000; semantic=0.4340; sequence_match=0.2727,False,0.412,False,top-3 avg score 0.4120 < final_threshold 0.7
ObjectProperty,assignee,is exclusive permission of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5475; levenshtein=0.1739; semantic=0.4304; sequence_match=0.2581,False,0.412,False,top-3 avg score 0.4120 < final_threshold 0.7
ObjectProperty,or,is rule of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5417; levenshtein=0.1250; semantic=0.4942; sequence_match=0.2000,False,0.412,False,top-3 avg score 0.4120 < final_threshold 0.7
ObjectProperty,operand,is consequence duty of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5107; levenshtein=0.2105; semantic=0.4175; sequence_match=0.3077,False,0.4119,False,top-3 avg score 0.4119 < final_threshold 0.7
ObjectProperty,permission,is conflict resolution strategy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5222; levenshtein=0.1667; semantic=0.4136; sequence_match=0.3000,False,0.4119,False,top-3 avg score 0.4119 < final_threshold 0.7
ObjectProperty,andSequence,has policy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5354; levenshtein=0.1818; semantic=0.3998; sequence_match=0.3000,False,0.4117,False,top-3 avg score 0.4117 < final_threshold 0.7
ObjectProperty,function,is logical constraint of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4877; levenshtein=0.1905; semantic=0.5359; sequence_match=0.2069,False,0.4102,False,top-3 avg score 0.4102 < final_threshold 0.7
ObjectProperty,target,has permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4658; levenshtein=0.1538; semantic=0.5536; sequence_match=0.2105,False,0.41,False,top-3 avg score 0.4100 < final_threshold 0.7
ObjectProperty,and,has constraint set,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5972; levenshtein=0.1250; semantic=0.4216; sequence_match=0.2105,False,0.4098,False,top-3 avg score 0.4098 < final_threshold 0.7
ObjectProperty,relation,has exclusive permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4773; levenshtein=0.2273; semantic=0.4849; sequence_match=0.2667,False,0.4096,False,top-3 avg score 0.4096 < final_threshold 0.7
ObjectProperty,operand,has requirement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.2143; semantic=0.5057; sequence_match=0.2857,False,0.4093,False,top-3 avg score 0.4093 < final_threshold 0.7
ObjectProperty,operator,is conflict resolution strategy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5306; levenshtein=0.2000; semantic=0.3813; sequence_match=0.3158,False,0.4092,False,top-3 avg score 0.4092 < final_threshold 0.7
ObjectProperty,operator,is requirement of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4139; levenshtein=0.2667; semantic=0.4658; sequence_match=0.3478,False,0.4092,False,top-3 avg score 0.4092 < final_threshold 0.7
ObjectProperty,inheritFrom,has obligation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5571; levenshtein=0.1538; semantic=0.5024; sequence_match=0.1667,False,0.4087,False,top-3 avg score 0.4087 < final_threshold 0.7
ObjectProperty,function,is party of,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4907; levenshtein=0.2222; semantic=0.5129; sequence_match=0.1176,False,0.4086,False,top-3 avg score 0.4086 < final_threshold 0.7
ObjectProperty,failure,has policy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5026; levenshtein=0.2222; semantic=0.4728; sequence_match=0.2500,False,0.4085,False,top-3 avg score 0.4085 < final_threshold 0.7
ObjectProperty,obligation,is requirement of,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4778; levenshtein=0.1333; semantic=0.6137; sequence_match=0.0800,False,0.4083,False,top-3 avg score 0.4083 < final_threshold 0.7
ObjectProperty,constraint,is permission of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5619; levenshtein=0.1429; semantic=0.4961; sequence_match=0.1667,False,0.4082,False,top-3 avg score 0.4082 < final_threshold 0.7
ObjectProperty,or,has logical constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5167; levenshtein=0.1000; semantic=0.5261; sequence_match=0.1818,False,0.4082,False,top-3 avg score 0.4082 < final_threshold 0.7
ObjectProperty,inheritRelation,is sequence of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5167; levenshtein=0.2667; semantic=0.4112; sequence_match=0.2963,False,0.4081,False,top-3 avg score 0.4081 < final_threshold 0.7
ObjectProperty,partOf,has requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4921; levenshtein=0.1429; semantic=0.4310; sequence_match=0.3000,False,0.4077,False,top-3 avg score 0.4077 < final_threshold 0.7
ObjectProperty,remedy,is inherited by,sequence_match+jaro_winkler+semantic,jaro_winkler=0.4145; levenshtein=0.3077; semantic=0.3868; sequence_match=0.4211,False,0.4075,False,top-3 avg score 0.4075 < final_threshold 0.7
ObjectProperty,failure,has condition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4841; levenshtein=0.1667; semantic=0.5265; sequence_match=0.2105,False,0.4071,False,top-3 avg score 0.4071 < final_threshold 0.7
ObjectProperty,leftOperand,has party,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5379; levenshtein=0.1818; semantic=0.5012; sequence_match=0.1053,False,0.407,False,top-3 avg score 0.4070 < final_threshold 0.7
ObjectProperty,assignee,is requirement of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5194; levenshtein=0.2000; semantic=0.4404; sequence_match=0.2609,False,0.4069,False,top-3 avg score 0.4069 < final_threshold 0.7
ObjectProperty,assignee,has party,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.4694; sequence_match=0.2500,False,0.4065,False,top-3 avg score 0.4065 < final_threshold 0.7
ObjectProperty,duty,is obligation of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4405; levenshtein=0.0714; semantic=0.6676; sequence_match=0.1111,False,0.4064,False,top-3 avg score 0.4064 < final_threshold 0.7
ObjectProperty,prohibition,is conflict resolution strategy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5813; levenshtein=0.2000; semantic=0.3451; sequence_match=0.2927,False,0.4064,False,top-3 avg score 0.4064 < final_threshold 0.7
ObjectProperty,leftOperand,is constraint set of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5217; levenshtein=0.1765; semantic=0.4831; sequence_match=0.2143,False,0.4064,False,top-3 avg score 0.4064 < final_threshold 0.7
ObjectProperty,action,is policy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5111; levenshtein=0.2000; semantic=0.4578; sequence_match=0.2500,False,0.4063,False,top-3 avg score 0.4063 < final_threshold 0.7
ObjectProperty,leftOperand,is role of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4381; levenshtein=0.1818; semantic=0.4648; sequence_match=0.3158,False,0.4062,False,top-3 avg score 0.4062 < final_threshold 0.7
ObjectProperty,target,is remedy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5111; levenshtein=0.2000; semantic=0.4575; sequence_match=0.2500,False,0.4062,False,top-3 avg score 0.4062 < final_threshold 0.7
ObjectProperty,scope,has prohibition,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4937; levenshtein=0.1429; semantic=0.5135; sequence_match=0.2105,False,0.4059,False,top-3 avg score 0.4059 < final_threshold 0.7
ObjectProperty,obligation,has constraint set,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4708; levenshtein=0.1875; semantic=0.5153; sequence_match=0.2308,False,0.4056,False,top-3 avg score 0.4056 < final_threshold 0.7
ObjectProperty,inheritRelation,has consequence duty,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4667; levenshtein=0.1111; semantic=0.5076; sequence_match=0.2424,False,0.4056,False,top-3 avg score 0.4056 < final_threshold 0.7
ObjectProperty,or,has prohibition,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5476; levenshtein=0.0714; semantic=0.5435; sequence_match=0.1250,False,0.4054,False,top-3 avg score 0.4054 < final_threshold 0.7
ObjectProperty,consequence,has rule,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4560; levenshtein=0.2727; semantic=0.4870; sequence_match=0.2222,False,0.4053,False,top-3 avg score 0.4053 < final_threshold 0.7
ObjectProperty,permission,has logical constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4500; levenshtein=0.1500; semantic=0.5647; sequence_match=0.2000,False,0.4049,False,top-3 avg score 0.4049 < final_threshold 0.7
ObjectProperty,permission,is consequence duty of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4719; levenshtein=0.1053; semantic=0.4668; sequence_match=0.2759,False,0.4048,False,top-3 avg score 0.4048 < final_threshold 0.7
ObjectProperty,permission,has party,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.0000; semantic=0.5446; sequence_match=0.2222,False,0.4047,False,top-3 avg score 0.4047 < final_threshold 0.7
ObjectProperty,leftOperand,is container of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5023; levenshtein=0.1538; semantic=0.4610; sequence_match=0.2500,False,0.4044,False,top-3 avg score 0.4044 < final_threshold 0.7
ObjectProperty,duty,has requirement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4405; levenshtein=0.0714; semantic=0.5496; sequence_match=0.2222,False,0.4041,False,top-3 avg score 0.4041 < final_threshold 0.7
ObjectProperty,function,has sequence,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4053; levenshtein=0.0909; semantic=0.4903; sequence_match=0.3158,False,0.4038,False,top-3 avg score 0.4038 < final_threshold 0.7
ObjectProperty,partOf,has logical constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.1000; semantic=0.5028; sequence_match=0.2308,False,0.4038,False,top-3 avg score 0.4038 < final_threshold 0.7
ObjectProperty,conflict,is role of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.4609; sequence_match=0.2500,False,0.4036,False,top-3 avg score 0.4036 < final_threshold 0.7
ObjectProperty,assigner,is exclusive permission of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5475; levenshtein=0.2174; semantic=0.4049; sequence_match=0.2581,False,0.4035,False,top-3 avg score 0.4035 < final_threshold 0.7
ObjectProperty,obligation,has exclusive permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4439; levenshtein=0.2273; semantic=0.4537; sequence_match=0.3125,False,0.4034,False,top-3 avg score 0.4034 < final_threshold 0.7
ObjectProperty,partOf,has policy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.2222; semantic=0.4418; sequence_match=0.2667,False,0.4028,False,top-3 avg score 0.4028 < final_threshold 0.7
ObjectProperty,constraint,has role,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4651; levenshtein=0.2000; semantic=0.5420; sequence_match=0.1176,False,0.4024,False,top-3 avg score 0.4024 < final_threshold 0.7
ObjectProperty,implies,has logical constraint,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4151; levenshtein=0.1500; semantic=0.5697; sequence_match=0.2222,False,0.4023,False,top-3 avg score 0.4023 < final_threshold 0.7
ObjectProperty,inheritFrom,is policy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5045; levenshtein=0.2727; semantic=0.4162; sequence_match=0.2857,False,0.4022,False,top-3 avg score 0.4022 < final_threshold 0.7
ObjectProperty,or,has permission,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5256; levenshtein=0.0769; semantic=0.5474; sequence_match=0.1333,False,0.4021,False,top-3 avg score 0.4021 < final_threshold 0.7
ObjectProperty,implies,is constraint of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.1429; semantic=0.5790; sequence_match=0.1905,False,0.402,False,top-3 avg score 0.4020 < final_threshold 0.7
ObjectProperty,hasPolicy,is duty of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1111; semantic=0.5114; sequence_match=0.2353,False,0.4017,False,top-3 avg score 0.4017 < final_threshold 0.7
ObjectProperty,operand,is party of,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4762; levenshtein=0.2222; semantic=0.5065; sequence_match=0.1250,False,0.4016,False,top-3 avg score 0.4016 < final_threshold 0.7
ObjectProperty,or,is remedy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5333; levenshtein=0.1000; semantic=0.5046; sequence_match=0.1667,False,0.4015,False,top-3 avg score 0.4015 < final_threshold 0.7
ObjectProperty,implies,has operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.0909; semantic=0.5261; sequence_match=0.2222,False,0.4014,False,top-3 avg score 0.4014 < final_threshold 0.7
ObjectProperty,Only One,has operator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4892; levenshtein=0.0909; semantic=0.4929; sequence_match=0.2222,False,0.4014,False,top-3 avg score 0.4014 < final_threshold 0.7
ObjectProperty,partOf,is inherited by,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4957; levenshtein=0.1538; semantic=0.4980; sequence_match=0.2105,False,0.4014,False,top-3 avg score 0.4014 < final_threshold 0.7
ObjectProperty,or,has obligation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5256; levenshtein=0.0769; semantic=0.5452; sequence_match=0.1333,False,0.4014,False,top-3 avg score 0.4014 < final_threshold 0.7
ObjectProperty,consequence,has conflict resolution strategy,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5010; levenshtein=0.2414; semantic=0.4525; sequence_match=0.2500,False,0.4012,False,top-3 avg score 0.4012 < final_threshold 0.7
ObjectProperty,andSequence,is constraint set of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4496; levenshtein=0.1765; semantic=0.4672; sequence_match=0.2857,False,0.4008,False,top-3 avg score 0.4008 < final_threshold 0.7
ObjectProperty,and,has sequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4747; levenshtein=0.1818; semantic=0.4418; sequence_match=0.2857,False,0.4008,False,top-3 avg score 0.4008 < final_threshold 0.7
ObjectProperty,remedy,has conflict resolution strategy,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4674; levenshtein=0.1379; semantic=0.5062; sequence_match=0.2286,False,0.4007,False,top-3 avg score 0.4007 < final_threshold 0.7
ObjectProperty,obligation,is conflict resolution strategy of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5016; levenshtein=0.2333; semantic=0.3505; sequence_match=0.3500,False,0.4007,False,top-3 avg score 0.4007 < final_threshold 0.7
ObjectProperty,partOf,has container,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.1667; semantic=0.5074; sequence_match=0.2222,False,0.4006,False,top-3 avg score 0.4006 < final_threshold 0.7
ObjectProperty,scope,has failure rule,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5143; levenshtein=0.1429; semantic=0.4770; sequence_match=0.2105,False,0.4006,False,top-3 avg score 0.4006 < final_threshold 0.7
ObjectProperty,operator,is failure rule of,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5056; levenshtein=0.2000; semantic=0.4351; sequence_match=0.2609,False,0.4005,False,top-3 avg score 0.4005 < final_threshold 0.7
ObjectProperty,or,has requirement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.5238; levenshtein=0.0714; semantic=0.5523; sequence_match=0.1250,False,0.4004,False,top-3 avg score 0.4004 < final_threshold 0.7
ObjectProperty,remedy,has sequence,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5051; levenshtein=0.1818; semantic=0.4605; sequence_match=0.2353,False,0.4003,False,top-3 avg score 0.4003 < final_threshold 0.7
ObjectProperty,permission,has role,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4651; levenshtein=0.1000; semantic=0.6173; sequence_match=0.1176,False,0.4,False,top-3 avg score 0.4000 < final_threshold 0.7
ObjectProperty,scope,is logical constraint of,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4698; levenshtein=0.1429; semantic=0.4987; sequence_match=0.2308,False,0.3998,False,top-3 avg score 0.3998 < final_threshold 0.7
