gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
Maintained,Maintained,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
algorithm,Algorithm,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
programming language,Programming Language,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
web service,Web Service,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
licence,License,jaro_winkler+semantic+levenshtein,jaro_winkler=0.9429; levenshtein=0.8571; semantic=0.9174; sequence_match=0.8571,False,0.9058,True,selected
plain text file format,Open Source License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4982; levenshtein=0.1053; semantic=0.4089; sequence_match=0.2778,False,0.3949,False,top-3 avg score 0.3949 < final_threshold 0.6
application programming interface,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4534; levenshtein=0.1290; semantic=0.5918; sequence_match=0.1395,False,0.3949,False,top-3 avg score 0.3949 < final_threshold 0.6
web service,XML Editing,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4667; levenshtein=0.1000; semantic=0.5166; sequence_match=0.2000,False,0.3944,False,top-3 avg score 0.3944 < final_threshold 0.6
function,Open Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.1000; semantic=0.5132; sequence_match=0.2222,False,0.3942,False,top-3 avg score 0.3942 < final_threshold 0.6
CEL ASCII format,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4405; levenshtein=0.1429; semantic=0.5193; sequence_match=0.2222,False,0.394,False,top-3 avg score 0.3940 < final_threshold 0.6
GIF,Open Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.1000; semantic=0.5497; sequence_match=0.1538,False,0.3938,False,top-3 avg score 0.3938 < final_threshold 0.6
algorithm,Download Source,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4048; levenshtein=0.0714; semantic=0.5150; sequence_match=0.2609,False,0.3935,False,top-3 avg score 0.3935 < final_threshold 0.6
Purchase cost,Documentation,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4872; levenshtein=0.0769; semantic=0.4529; sequence_match=0.2400,False,0.3934,False,top-3 avg score 0.3934 < final_threshold 0.6
data format specification,Download Source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4586; levenshtein=0.2174; semantic=0.4507; sequence_match=0.2703,False,0.3932,False,top-3 avg score 0.3932 < final_threshold 0.6
software developer role,Proprietary Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5045; levenshtein=0.1429; semantic=0.3574; sequence_match=0.3158,False,0.3926,False,top-3 avg score 0.3926 < final_threshold 0.6
file rendering,Development Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4393; levenshtein=0.1333; semantic=0.4523; sequence_match=0.2857,False,0.3924,False,top-3 avg score 0.3924 < final_threshold 0.6
text editing,Data,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4470; levenshtein=0.1818; semantic=0.5481; sequence_match=0.1333,False,0.3923,False,top-3 avg score 0.3923 < final_threshold 0.6
text editing,Open Source License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4496; levenshtein=0.2353; semantic=0.4416; sequence_match=0.2857,False,0.3923,False,top-3 avg score 0.3923 < final_threshold 0.6
Development status,Web Service,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4618; levenshtein=0.1176; semantic=0.4926; sequence_match=0.2222,False,0.3922,False,top-3 avg score 0.3922 < final_threshold 0.6
function,Open Source Development,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4802; levenshtein=0.1905; semantic=0.4894; sequence_match=0.2069,False,0.3922,False,top-3 avg score 0.3922 < final_threshold 0.6
Development status,Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4766; levenshtein=0.1176; semantic=0.4686; sequence_match=0.2308,False,0.392,False,top-3 avg score 0.3920 < final_threshold 0.6
function,Programming Language,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4868; levenshtein=0.1053; semantic=0.5832; sequence_match=0.0741,False,0.3918,False,top-3 avg score 0.3918 < final_threshold 0.6
algorithm,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4074; levenshtein=0.1111; semantic=0.6139; sequence_match=0.1538,False,0.3917,False,top-3 avg score 0.3917 < final_threshold 0.6
CEL ASCII format,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4703; levenshtein=0.1579; semantic=0.5228; sequence_match=0.1818,False,0.3917,False,top-3 avg score 0.3917 < final_threshold 0.6
file rendering,Maintained,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5761; levenshtein=0.1538; semantic=0.4246; sequence_match=0.1739,False,0.3915,False,top-3 avg score 0.3915 < final_threshold 0.6
text editing,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4470; levenshtein=0.0909; semantic=0.5937; sequence_match=0.1333,False,0.3913,False,top-3 avg score 0.3913 < final_threshold 0.6
software interface,Cel File,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5189; levenshtein=0.1765; semantic=0.4785; sequence_match=0.1667,False,0.3913,False,top-3 avg score 0.3913 < final_threshold 0.6
data item,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1250; semantic=0.5488; sequence_match=0.1667,False,0.3913,False,top-3 avg score 0.3913 < final_threshold 0.6
data item,Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4444; levenshtein=0.2500; semantic=0.4294; sequence_match=0.3000,False,0.3913,False,top-3 avg score 0.3913 < final_threshold 0.6
application programming interface,Format,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5315; levenshtein=0.1290; semantic=0.5127; sequence_match=0.1081,False,0.3911,False,top-3 avg score 0.3911 < final_threshold 0.6
.csv,Open Source License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4641; levenshtein=0.1176; semantic=0.5078; sequence_match=0.2000,False,0.3906,False,top-3 avg score 0.3906 < final_threshold 0.6
software interface,XML Editing,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4618; levenshtein=0.1176; semantic=0.4877; sequence_match=0.2222,False,0.3906,False,top-3 avg score 0.3906 < final_threshold 0.6
Purchase cost,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.0833; semantic=0.4772; sequence_match=0.2500,False,0.3906,False,top-3 avg score 0.3906 < final_threshold 0.6
XML,Help Resource,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.0833; semantic=0.5653; sequence_match=0.1333,False,0.3903,False,top-3 avg score 0.3903 < final_threshold 0.6
Development status,Maintained,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3784; levenshtein=0.1176; semantic=0.4958; sequence_match=0.2963,False,0.3902,False,top-3 avg score 0.3902 < final_threshold 0.6
Free,Community Development,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5333; levenshtein=0.1000; semantic=0.4702; sequence_match=0.1667,False,0.3901,False,top-3 avg score 0.3901 < final_threshold 0.6
.csv,Documentation,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4701; levenshtein=0.0769; semantic=0.5732; sequence_match=0.1250,False,0.3894,False,top-3 avg score 0.3894 < final_threshold 0.6
data item,Download Source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4643; levenshtein=0.1429; semantic=0.4312; sequence_match=0.2727,False,0.3894,False,top-3 avg score 0.3894 < final_threshold 0.6
.csv,Valid Input,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.0000; semantic=0.5365; sequence_match=0.1538,False,0.3894,False,top-3 avg score 0.3894 < final_threshold 0.6
software,Maintenance Status,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4060; levenshtein=0.1765; semantic=0.5218; sequence_match=0.2400,False,0.3893,False,top-3 avg score 0.3893 < final_threshold 0.6
CEL ASCII format,Maintained,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5048; levenshtein=0.1429; semantic=0.4130; sequence_match=0.2500,False,0.3892,False,top-3 avg score 0.3892 < final_threshold 0.6
Source code available,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4273; levenshtein=0.1053; semantic=0.5859; sequence_match=0.1538,False,0.389,False,top-3 avg score 0.3890 < final_threshold 0.6
plain text file format,Open Source Development,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5230; levenshtein=0.2381; semantic=0.4054; sequence_match=0.2000,False,0.3888,False,top-3 avg score 0.3888 < final_threshold 0.6
GIF,License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4921; levenshtein=0.1429; semantic=0.4743; sequence_match=0.2000,False,0.3888,False,top-3 avg score 0.3888 < final_threshold 0.6
XML,Valid Input,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.1000; semantic=0.5346; sequence_match=0.1538,False,0.3887,False,top-3 avg score 0.3887 < final_threshold 0.6
Open source software license,Community Development,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5421; levenshtein=0.1600; semantic=0.4017; sequence_match=0.2222,False,0.3887,False,top-3 avg score 0.3887 < final_threshold 0.6
CEL ASCII format,XML Editing,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4786; levenshtein=0.1429; semantic=0.4375; sequence_match=0.2500,False,0.3887,False,top-3 avg score 0.3887 < final_threshold 0.6
Maintained,Cel File,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4952; levenshtein=0.2000; semantic=0.4343; sequence_match=0.2353,False,0.3883,False,top-3 avg score 0.3883 < final_threshold 0.6
plain text file format,Help Resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5497; levenshtein=0.1579; semantic=0.4209; sequence_match=0.1935,False,0.3881,False,top-3 avg score 0.3881 < final_threshold 0.6
XML,Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.1000; semantic=0.5316; sequence_match=0.1538,False,0.3877,False,top-3 avg score 0.3877 < final_threshold 0.6
software developer organization,Tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5460; levenshtein=0.1034; semantic=0.4957; sequence_match=0.1212,False,0.3876,False,top-3 avg score 0.3876 < final_threshold 0.6
plain text file format,Development Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5165; levenshtein=0.1053; semantic=0.4105; sequence_match=0.2353,False,0.3874,False,top-3 avg score 0.3874 < final_threshold 0.6
function,Export Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5000; levenshtein=0.1250; semantic=0.4955; sequence_match=0.1667,False,0.3874,False,top-3 avg score 0.3874 < final_threshold 0.6
web service,Algorithm Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4810; levenshtein=0.0952; semantic=0.4869; sequence_match=0.1935,False,0.3871,False,top-3 avg score 0.3871 < final_threshold 0.6
desktop graphical user interface,Requirement,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4831; levenshtein=0.1724; semantic=0.4278; sequence_match=0.2500,False,0.3869,False,top-3 avg score 0.3869 < final_threshold 0.6
Not Free,Development Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4317; levenshtein=0.2000; semantic=0.4551; sequence_match=0.2727,False,0.3865,False,top-3 avg score 0.3865 < final_threshold 0.6
licence,Programming Language,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4637; levenshtein=0.1579; semantic=0.5374; sequence_match=0.1538,False,0.3863,False,top-3 avg score 0.3863 < final_threshold 0.6
file rendering,Community Development,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5342; levenshtein=0.2000; semantic=0.3814; sequence_match=0.2424,False,0.386,False,top-3 avg score 0.3860 < final_threshold 0.6
Source code available,Maintained,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3702; levenshtein=0.1053; semantic=0.5119; sequence_match=0.2759,False,0.386,False,top-3 avg score 0.3860 < final_threshold 0.6
web service,Open Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4667; levenshtein=0.1000; semantic=0.4912; sequence_match=0.2000,False,0.3859,False,top-3 avg score 0.3859 < final_threshold 0.6
text editing,Cel File,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4560; levenshtein=0.1818; semantic=0.4794; sequence_match=0.2222,False,0.3859,False,top-3 avg score 0.3859 < final_threshold 0.6
CEL binary format,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4500; levenshtein=0.1333; semantic=0.4851; sequence_match=0.2222,False,0.3858,False,top-3 avg score 0.3858 < final_threshold 0.6
Purchase cost,Download Source,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4579; levenshtein=0.1429; semantic=0.3915; sequence_match=0.3077,False,0.3857,False,top-3 avg score 0.3857 < final_threshold 0.6
file rendering,Proprietary Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3477; levenshtein=0.1765; semantic=0.6092; sequence_match=0.2000,False,0.3856,False,top-3 avg score 0.3856 < final_threshold 0.6
PROcess,Cel File,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4286; levenshtein=0.0000; semantic=0.4425; sequence_match=0.2857,False,0.3856,False,top-3 avg score 0.3856 < final_threshold 0.6
software interface,Valid Input,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3784; levenshtein=0.1176; semantic=0.4817; sequence_match=0.2963,False,0.3855,False,top-3 avg score 0.3855 < final_threshold 0.6
GIF,Platform,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4861; levenshtein=0.1250; semantic=0.4883; sequence_match=0.1818,False,0.3854,False,top-3 avg score 0.3854 < final_threshold 0.6
software developer organization,Data,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5067; levenshtein=0.1034; semantic=0.4676; sequence_match=0.1818,False,0.3854,False,top-3 avg score 0.3854 < final_threshold 0.6
Not Free,Export Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5238; levenshtein=0.1250; semantic=0.4578; sequence_match=0.1739,False,0.3852,False,top-3 avg score 0.3852 < final_threshold 0.6
licence,Proprietary Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4678; levenshtein=0.0588; semantic=0.5207; sequence_match=0.1667,False,0.385,False,top-3 avg score 0.3850 < final_threshold 0.6
algorithm,Open Source License,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5033; levenshtein=0.1765; semantic=0.4753; sequence_match=0.1538,False,0.385,False,top-3 avg score 0.3850 < final_threshold 0.6
CEL binary format,Maintenance Status,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5288; levenshtein=0.1765; semantic=0.3762; sequence_match=0.2500,False,0.385,False,top-3 avg score 0.3850 < final_threshold 0.6
text editing,Help Resource,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4495; levenshtein=0.1667; semantic=0.5308; sequence_match=0.1739,False,0.3847,False,top-3 avg score 0.3847 < final_threshold 0.6
.csv,Capability,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.1000; semantic=0.5219; sequence_match=0.1538,False,0.3845,False,top-3 avg score 0.3845 < final_threshold 0.6
CEL ASCII format,Open Source License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4827; levenshtein=0.1176; semantic=0.4116; sequence_match=0.2581,False,0.3841,False,top-3 avg score 0.3841 < final_threshold 0.6
version number,Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3291; levenshtein=0.1538; semantic=0.6121; sequence_match=0.2105,False,0.3839,False,top-3 avg score 0.3839 < final_threshold 0.6
XML,Maintained,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4778; levenshtein=0.0000; semantic=0.5190; sequence_match=0.1538,False,0.3835,False,top-3 avg score 0.3835 < final_threshold 0.6
Maintained,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4500; levenshtein=0.1000; semantic=0.5574; sequence_match=0.1429,False,0.3834,False,top-3 avg score 0.3834 < final_threshold 0.6
text editing,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4470; levenshtein=0.0909; semantic=0.5699; sequence_match=0.1333,False,0.3834,False,top-3 avg score 0.3834 < final_threshold 0.6
PROcess,Data Export,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4143; levenshtein=0.1000; semantic=0.4996; sequence_match=0.2353,False,0.3831,False,top-3 avg score 0.3831 < final_threshold 0.6
software,Algorithm Modification,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3968; levenshtein=0.1429; semantic=0.5452; sequence_match=0.2069,False,0.383,False,top-3 avg score 0.3830 < final_threshold 0.6
file rendering,Data Export,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4513; levenshtein=0.1538; semantic=0.5232; sequence_match=0.1739,False,0.3828,False,top-3 avg score 0.3828 < final_threshold 0.6
data item,Open Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.1000; semantic=0.4781; sequence_match=0.2222,False,0.3825,False,top-3 avg score 0.3825 < final_threshold 0.6
Purchase cost,Valid Input,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4556; levenshtein=0.0833; semantic=0.4191; sequence_match=0.2727,False,0.3825,False,top-3 avg score 0.3825 < final_threshold 0.6
PROcess,Developer,semantic+jaro_winkler+sequence_match,jaro_winkler=0.3360; levenshtein=0.1111; semantic=0.5598; sequence_match=0.2500,False,0.3819,False,top-3 avg score 0.3819 < final_threshold 0.6
Maintained,Export Capability,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4667; levenshtein=0.1875; semantic=0.4483; sequence_match=0.2308,False,0.3819,False,top-3 avg score 0.3819 < final_threshold 0.6
application programming interface,Requirement,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4130; levenshtein=0.1613; semantic=0.4943; sequence_match=0.2381,False,0.3818,False,top-3 avg score 0.3818 < final_threshold 0.6
version number,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4423; levenshtein=0.0769; semantic=0.5847; sequence_match=0.1176,False,0.3815,False,top-3 avg score 0.3815 < final_threshold 0.6
version number,Task,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4423; levenshtein=0.0769; semantic=0.5846; sequence_match=0.1176,False,0.3815,False,top-3 avg score 0.3815 < final_threshold 0.6
Open source software license,Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5256; levenshtein=0.1200; semantic=0.4253; sequence_match=0.1935,False,0.3815,False,top-3 avg score 0.3815 < final_threshold 0.6
