gold_term,pred_term,top_methods_used,scores_by_method,is_hard_match,agg_score,selected,reason
Free,Free,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
algorithm,Algorithm,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
programming language,Programming Language,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
web service,Web Service,hard_match,hard_match=1.0000; jaro_winkler=1.0000; levenshtein=1.0000; semantic=1.0000; sequence_match=1.0000,True,1.0,True,selected
Not Free,Non-Free,semantic+jaro_winkler+levenshtein,jaro_winkler=0.9238; levenshtein=0.8571; semantic=0.9493; sequence_match=0.8571,False,0.9101,True,selected
CEL binary format,Tool Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4818; levenshtein=0.1333; semantic=0.4802; sequence_match=0.2308,False,0.3976,False,top-3 avg score 0.3976 < final_threshold 0.6
CEL binary format,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5429; levenshtein=0.2000; semantic=0.3768; sequence_match=0.2727,False,0.3975,False,top-3 avg score 0.3975 < final_threshold 0.6
version number,Proprietary Data Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4158; levenshtein=0.0952; semantic=0.5410; sequence_match=0.2353,False,0.3973,False,top-3 avg score 0.3973 < final_threshold 0.6
text editing,Open Source Development,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4347; levenshtein=0.1905; semantic=0.5071; sequence_match=0.2500,False,0.3973,False,top-3 avg score 0.3973 < final_threshold 0.6
plain text file format,Developer,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5396; levenshtein=0.1579; semantic=0.4368; sequence_match=0.2143,False,0.3969,False,top-3 avg score 0.3969 < final_threshold 0.6
programming language,Software Type,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4313; levenshtein=0.1579; semantic=0.6006; sequence_match=0.1290,False,0.3966,False,top-3 avg score 0.3966 < final_threshold 0.6
Source code available,Community,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4683; levenshtein=0.1579; semantic=0.5066; sequence_match=0.2143,False,0.3964,False,top-3 avg score 0.3964 < final_threshold 0.6
data format specification,Maintenance Status,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5743; levenshtein=0.2174; semantic=0.3974; sequence_match=0.1500,False,0.3964,False,top-3 avg score 0.3964 < final_threshold 0.6
version number,Valid Input Specification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4630; levenshtein=0.1739; semantic=0.4473; sequence_match=0.2778,False,0.396,False,top-3 avg score 0.3960 < final_threshold 0.6
Source code available,Collaboration Opportunity,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4681; levenshtein=0.1250; semantic=0.4873; sequence_match=0.2326,False,0.396,False,top-3 avg score 0.3960 < final_threshold 0.6
software developer role,CSV Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.6085; levenshtein=0.1429; semantic=0.3787; sequence_match=0.2000,False,0.3957,False,top-3 avg score 0.3957 < final_threshold 0.6
function,Tool,semantic+sequence_match+levenshtein,jaro_winkler=0.0000; levenshtein=0.2500; semantic=0.6038; sequence_match=0.3333,False,0.3957,False,top-3 avg score 0.3957 < final_threshold 0.6
software developer role,Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5397; levenshtein=0.1429; semantic=0.4045; sequence_match=0.2424,False,0.3955,False,top-3 avg score 0.3955 < final_threshold 0.6
Open source software license,Tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5267; levenshtein=0.1200; semantic=0.4525; sequence_match=0.2069,False,0.3954,False,top-3 avg score 0.3954 < final_threshold 0.6
data format specification,Development Model,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4854; levenshtein=0.1739; semantic=0.4953; sequence_match=0.2051,False,0.3953,False,top-3 avg score 0.3953 < final_threshold 0.6
Purchase cost,Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4944; levenshtein=0.1667; semantic=0.4178; sequence_match=0.2727,False,0.395,False,top-3 avg score 0.3950 < final_threshold 0.6
version number,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4637; levenshtein=0.0769; semantic=0.5612; sequence_match=0.1600,False,0.395,False,top-3 avg score 0.3950 < final_threshold 0.6
plain text file format,Open Source License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4982; levenshtein=0.1053; semantic=0.4089; sequence_match=0.2778,False,0.3949,False,top-3 avg score 0.3949 < final_threshold 0.6
XML,Community,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4815; levenshtein=0.1111; semantic=0.5366; sequence_match=0.1667,False,0.3949,False,top-3 avg score 0.3949 < final_threshold 0.6
application programming interface,Software Type,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4534; levenshtein=0.1290; semantic=0.5918; sequence_match=0.1395,False,0.3949,False,top-3 avg score 0.3949 < final_threshold 0.6
software developer organization,Homepage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5412; levenshtein=0.1379; semantic=0.4809; sequence_match=0.1622,False,0.3947,False,top-3 avg score 0.3947 < final_threshold 0.6
programming language,Collaboration Opportunity,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4681; levenshtein=0.1667; semantic=0.4368; sequence_match=0.2791,False,0.3947,False,top-3 avg score 0.3947 < final_threshold 0.6
web service,Development Model,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4667; levenshtein=0.1875; semantic=0.4863; sequence_match=0.2308,False,0.3946,False,top-3 avg score 0.3946 < final_threshold 0.6
file rendering,CSV Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4587; levenshtein=0.0769; semantic=0.5431; sequence_match=0.1818,False,0.3945,False,top-3 avg score 0.3945 < final_threshold 0.6
Development status,Modification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5065; levenshtein=0.1176; semantic=0.4700; sequence_match=0.2069,False,0.3945,False,top-3 avg score 0.3945 < final_threshold 0.6
CEL ASCII format,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4405; levenshtein=0.1429; semantic=0.5193; sequence_match=0.2222,False,0.394,False,top-3 avg score 0.3940 < final_threshold 0.6
Source code available,TXT Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4971; levenshtein=0.1053; semantic=0.4705; sequence_match=0.2143,False,0.394,False,top-3 avg score 0.3940 < final_threshold 0.6
CEL binary format,Development Model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5361; levenshtein=0.1250; semantic=0.3865; sequence_match=0.2581,False,0.3935,False,top-3 avg score 0.3935 < final_threshold 0.6
file rendering,Data Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4513; levenshtein=0.0769; semantic=0.5544; sequence_match=0.1739,False,0.3932,False,top-3 avg score 0.3932 < final_threshold 0.6
data item,Valid Input Specification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4808; levenshtein=0.1739; semantic=0.4405; sequence_match=0.2581,False,0.3931,False,top-3 avg score 0.3931 < final_threshold 0.6
CEL binary format,Valid Input Specification,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4475; levenshtein=0.2174; semantic=0.4156; sequence_match=0.3158,False,0.393,False,top-3 avg score 0.3930 < final_threshold 0.6
Development status,TXT Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4766; levenshtein=0.2353; semantic=0.3933; sequence_match=0.3077,False,0.3925,False,top-3 avg score 0.3925 < final_threshold 0.6
version number,Collaborator,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4637; levenshtein=0.0769; semantic=0.4736; sequence_match=0.2400,False,0.3924,False,top-3 avg score 0.3924 < final_threshold 0.6
text editing,Data,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4470; levenshtein=0.1818; semantic=0.5481; sequence_match=0.1333,False,0.3923,False,top-3 avg score 0.3923 < final_threshold 0.6
text editing,Open Source License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4496; levenshtein=0.2353; semantic=0.4416; sequence_match=0.2857,False,0.3923,False,top-3 avg score 0.3923 < final_threshold 0.6
Development status,Web Service,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4618; levenshtein=0.1176; semantic=0.4926; sequence_match=0.2222,False,0.3922,False,top-3 avg score 0.3922 < final_threshold 0.6
function,Open Source Development,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4802; levenshtein=0.1905; semantic=0.4894; sequence_match=0.2069,False,0.3922,False,top-3 avg score 0.3922 < final_threshold 0.6
software,Community,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4120; levenshtein=0.1111; semantic=0.5291; sequence_match=0.2353,False,0.3921,False,top-3 avg score 0.3921 < final_threshold 0.6
software developer role,Open Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5258; levenshtein=0.1905; semantic=0.4216; sequence_match=0.2286,False,0.392,False,top-3 avg score 0.3920 < final_threshold 0.6
Development status,Algorithm,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4766; levenshtein=0.1176; semantic=0.4686; sequence_match=0.2308,False,0.392,False,top-3 avg score 0.3920 < final_threshold 0.6
Free,Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4500; levenshtein=0.2000; semantic=0.4401; sequence_match=0.2857,False,0.3919,False,top-3 avg score 0.3919 < final_threshold 0.6
software interface,CEL File Format,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5924; levenshtein=0.1765; semantic=0.4066; sequence_match=0.1333,False,0.3918,False,top-3 avg score 0.3918 < final_threshold 0.6
function,Programming Language,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4868; levenshtein=0.1053; semantic=0.5832; sequence_match=0.0741,False,0.3918,False,top-3 avg score 0.3918 < final_threshold 0.6
text editing,Software Source,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4416; levenshtein=0.1429; semantic=0.4936; sequence_match=0.2400,False,0.3917,False,top-3 avg score 0.3917 < final_threshold 0.6
algorithm,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4074; levenshtein=0.1111; semantic=0.6139; sequence_match=0.1538,False,0.3917,False,top-3 avg score 0.3917 < final_threshold 0.6
CEL ASCII format,Programming Language,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4703; levenshtein=0.1579; semantic=0.5228; sequence_match=0.1818,False,0.3917,False,top-3 avg score 0.3917 < final_threshold 0.6
Purchase cost,TXT Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5093; levenshtein=0.0833; semantic=0.3800; sequence_match=0.2857,False,0.3917,False,top-3 avg score 0.3917 < final_threshold 0.6
file rendering,TXT Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4587; levenshtein=0.0769; semantic=0.5343; sequence_match=0.1818,False,0.3916,False,top-3 avg score 0.3916 < final_threshold 0.6
function,Data Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4472; levenshtein=0.0000; semantic=0.5046; sequence_match=0.2222,False,0.3913,False,top-3 avg score 0.3913 < final_threshold 0.6
text editing,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4470; levenshtein=0.0909; semantic=0.5937; sequence_match=0.1333,False,0.3913,False,top-3 avg score 0.3913 < final_threshold 0.6
data item,Tool,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1250; semantic=0.5488; sequence_match=0.1667,False,0.3913,False,top-3 avg score 0.3913 < final_threshold 0.6
data item,Software Type,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4444; levenshtein=0.2500; semantic=0.4294; sequence_match=0.3000,False,0.3913,False,top-3 avg score 0.3913 < final_threshold 0.6
version number,Algorithm Usage,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5189; levenshtein=0.1429; semantic=0.5119; sequence_match=0.0741,False,0.3912,False,top-3 avg score 0.3912 < final_threshold 0.6
XML,Development Model,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4306; levenshtein=0.1250; semantic=0.5326; sequence_match=0.2105,False,0.3912,False,top-3 avg score 0.3912 < final_threshold 0.6
PROcess,Algorithm Usage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4365; levenshtein=0.1429; semantic=0.5462; sequence_match=0.1905,False,0.3911,False,top-3 avg score 0.3911 < final_threshold 0.6
Source code available,Tool Version Export,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5055; levenshtein=0.1053; semantic=0.5006; sequence_match=0.1667,False,0.3909,False,top-3 avg score 0.3909 < final_threshold 0.6
.csv,Open Source License,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4641; levenshtein=0.1176; semantic=0.5078; sequence_match=0.2000,False,0.3906,False,top-3 avg score 0.3906 < final_threshold 0.6
software interface,Community,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4766; levenshtein=0.1765; semantic=0.5188; sequence_match=0.1538,False,0.3906,False,top-3 avg score 0.3906 < final_threshold 0.6
Purchase cost,Data,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4444; levenshtein=0.0833; semantic=0.4772; sequence_match=0.2500,False,0.3906,False,top-3 avg score 0.3906 < final_threshold 0.6
function,Pricing Model,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5278; levenshtein=0.1667; semantic=0.4437; sequence_match=0.2000,False,0.3905,False,top-3 avg score 0.3905 < final_threshold 0.6
GIF,Feature,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4921; levenshtein=0.0000; semantic=0.4793; sequence_match=0.2000,False,0.3904,False,top-3 avg score 0.3904 < final_threshold 0.6
.csv,Software Source,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4683; levenshtein=0.0714; semantic=0.5851; sequence_match=0.1176,False,0.3903,False,top-3 avg score 0.3903 < final_threshold 0.6
text editing,Homepage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4381; levenshtein=0.0909; semantic=0.5223; sequence_match=0.2105,False,0.3903,False,top-3 avg score 0.3903 < final_threshold 0.6
XML,Help Resource,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4722; levenshtein=0.0833; semantic=0.5653; sequence_match=0.1333,False,0.3903,False,top-3 avg score 0.3903 < final_threshold 0.6
software,Development Model,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4097; levenshtein=0.1875; semantic=0.5111; sequence_match=0.2500,False,0.3903,False,top-3 avg score 0.3903 < final_threshold 0.6
Maintained,Proprietary Data Format,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5175; levenshtein=0.1429; semantic=0.4595; sequence_match=0.1935,False,0.3902,False,top-3 avg score 0.3902 < final_threshold 0.6
GIF,Non-Free,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4921; levenshtein=0.1429; semantic=0.4782; sequence_match=0.2000,False,0.3901,False,top-3 avg score 0.3901 < final_threshold 0.6
Maintained,Tool Version,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5045; levenshtein=0.0000; semantic=0.4752; sequence_match=0.1905,False,0.3901,False,top-3 avg score 0.3901 < final_threshold 0.6
data item,Community,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4907; levenshtein=0.1111; semantic=0.4441; sequence_match=0.2353,False,0.3901,False,top-3 avg score 0.3901 < final_threshold 0.6
application programming interface,Tool Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4779; levenshtein=0.1613; semantic=0.5008; sequence_match=0.1905,False,0.3897,False,top-3 avg score 0.3897 < final_threshold 0.6
software,Maintenance Status,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4060; levenshtein=0.1765; semantic=0.5218; sequence_match=0.2400,False,0.3893,False,top-3 avg score 0.3893 < final_threshold 0.6
PROcess,Data Tool Usage,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4799; levenshtein=0.1538; semantic=0.4880; sequence_match=0.2000,False,0.3893,False,top-3 avg score 0.3893 < final_threshold 0.6
Source code available,Version,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4273; levenshtein=0.1053; semantic=0.5859; sequence_match=0.1538,False,0.389,False,top-3 avg score 0.3890 < final_threshold 0.6
software developer role,Collaboration Opportunity,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4901; levenshtein=0.1667; semantic=0.4547; sequence_match=0.2222,False,0.389,False,top-3 avg score 0.3890 < final_threshold 0.6
.csv,CEL File Format,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4701; levenshtein=0.0769; semantic=0.5716; sequence_match=0.1250,False,0.3889,False,top-3 avg score 0.3889 < final_threshold 0.6
plain text file format,Open Source Development,jaro_winkler+semantic+levenshtein,jaro_winkler=0.5230; levenshtein=0.2381; semantic=0.4054; sequence_match=0.2000,False,0.3888,False,top-3 avg score 0.3888 < final_threshold 0.6
text editing,Proprietary Development,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4939; levenshtein=0.1364; semantic=0.4906; sequence_match=0.1818,False,0.3888,False,top-3 avg score 0.3888 < final_threshold 0.6
software developer organization,Data Tool Usage,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5714; levenshtein=0.1724; semantic=0.4043; sequence_match=0.1905,False,0.3887,False,top-3 avg score 0.3887 < final_threshold 0.6
function,Free,semantic+jaro_winkler+sequence_match,jaro_winkler=0.4583; levenshtein=0.1250; semantic=0.5410; sequence_match=0.1667,False,0.3887,False,top-3 avg score 0.3887 < final_threshold 0.6
file rendering,Actively Maintained,jaro_winkler+semantic+sequence_match,jaro_winkler=0.4996; levenshtein=0.2222; semantic=0.4082; sequence_match=0.2581,False,0.3886,False,top-3 avg score 0.3886 < final_threshold 0.6
licence,Software Source,semantic+jaro_winkler+levenshtein,jaro_winkler=0.4048; levenshtein=0.2143; semantic=0.5465; sequence_match=0.1905,False,0.3885,False,top-3 avg score 0.3885 < final_threshold 0.6
plain text file format,Help Resource,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5497; levenshtein=0.1579; semantic=0.4209; sequence_match=0.1935,False,0.3881,False,top-3 avg score 0.3881 < final_threshold 0.6
CEL ASCII format,Software License,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5766; levenshtein=0.0667; semantic=0.3803; sequence_match=0.2069,False,0.3879,False,top-3 avg score 0.3879 < final_threshold 0.6
plain text file format,Collaboration Opportunity,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5716; levenshtein=0.2083; semantic=0.3127; sequence_match=0.2791,False,0.3878,False,top-3 avg score 0.3878 < final_threshold 0.6
software developer organization,Tool,jaro_winkler+semantic+sequence_match,jaro_winkler=0.5460; levenshtein=0.1034; semantic=0.4957; sequence_match=0.1212,False,0.3876,False,top-3 avg score 0.3876 < final_threshold 0.6
